m0,of_nondim,bem,ratio,status
0.1,1.7391255295675356,4.868543769065115,0.3572167802245089,FAIL
0.5214285714285715,0.9557168611780492,1.2465251287410892,0.7667048494588009,FAIL
0.9428571428571428,0.745977634467048,1.087618512734037,0.6858817000014298,FAIL
1.3642857142857143,0.68003075303489,1.048149157327393,0.6487919665640489,FAIL
1.7857142857142858,0.6728268122476879,1.055145053682927,0.6376628596222123,FAIL
2.2071428571428573,0.6888353433029598,1.078065583736129,0.6389549519944248,FAIL
2.628571428571429,0.7110340836916226,1.1031217917892608,0.6445653498860965,FAIL
3.0500000000000003,0.7321463001835218,1.134955042953084,0.6450883713230805,FAIL
3.4714285714285715,0.7498878425690152,1.3359218085455735,0.561326147812066,FAIL
3.892857142857143,0.7641028394228595,1.106973731827827,0.6902628467625681,FAIL
4.314285714285714,0.7753285183147217,1.121102230517368,0.6915770009278476,FAIL
4.735714285714286,0.7842078338301778,1.1314628865694494,0.6930919636329079,FAIL
5.157142857142857,0.7912979887084652,1.1403362568891602,0.6939163636409561,FAIL
5.578571428571428,0.7970335581019468,1.14316005684313,0.6972195654762277,FAIL
6.0,0.8017396990793799,1.1473022411266374,0.6988042647699187,FAIL
