m0,of_nondim,bem,ratio,status
0.1,0.6891201516845119,0.6729306016563106,1.0240582758286714,OK
0.5214285714285715,0.8458199748298231,0.8113566974358363,1.0424761113119574,OK
0.9428571428571428,0.8575184019308894,0.823342670503205,1.0415085148044096,OK
1.3642857142857143,0.861715237101897,0.8276926515869889,1.0411053371679384,OK
1.7857142857142858,0.8638790115002621,0.8291779311682617,1.0418499805983847,OK
2.2071428571428573,0.8651995734559813,0.8308738596082048,1.0413127858709657,OK
2.628571428571429,0.8660896017708671,0.8336594921035333,1.0389009061547474,OK
3.0500000000000003,0.8667301931283944,0.8320323517593446,1.0417025146866954,OK
3.4714285714285715,0.8672133458614023,0.8344679943737874,1.0392409915160234,OK
3.892857142857143,0.867590760015957,0.8339275805203791,1.0403670298020025,OK
4.314285714285714,0.8678937272058118,0.8328983979648702,1.042016324351746,OK
4.735714285714286,0.8681422976706884,0.8341941476974042,1.040695742192618,OK
5.157142857142857,0.8683499131092868,0.8340806435969057,1.0410862783778287,OK
5.578571428571428,0.8685259226399472,0.8332064072663765,1.0423898749044054,OK
6.0,0.8686770305422715,0.8352854245679525,1.039976282348744,OK
