m0,of_nondim,bem,ratio,status
0.1,0.7121624012276206,1.123048468080749,0.6341332733792705,FAIL
0.5214285714285715,0.911159129011031,1.1574662941707377,0.7872014361021438,FAIL
0.9428571428571428,0.9404487241281386,1.1761436186502447,0.7996036446700343,FAIL
1.3642857142857143,0.9500732781067468,1.1798922688482212,0.8052203605284934,FAIL
1.7857142857142858,0.9549040031787894,1.1837229149043555,0.8066955460230703,FAIL
2.2071428571428573,0.9578150215239618,1.1833265041230063,0.8094258162786805,FAIL
2.628571428571429,0.9597620011115837,1.1861342095350982,0.809151269220841,FAIL
3.0500000000000003,0.9611560238105022,1.1874146119025142,0.8094527506870637,FAIL
3.4714285714285715,0.9622034244820026,1.1900621688208852,0.8085320663838551,FAIL
3.892857142857143,0.9630192117742665,1.1921013437549175,0.8078333413675376,FAIL
4.314285714285714,0.9636725784331387,1.1864241082280425,0.8122496599233899,FAIL
4.735714285714286,0.9642076540053176,1.189512371037437,0.8105906903384122,FAIL
5.157142857142857,0.9646539114466149,1.1865395937909382,0.8129976584806505,FAIL
5.578571428571428,0.9650317851561883,1.1847341998373315,0.814555522486555,FAIL
6.0,0.965355888580165,1.186761173946729,0.8134373703596556,FAIL
