pyCapytaineLambda_x,pyCapytaineLambda_y,pyCapytaineMu_x,pyCapytaineMu_y,pyMEEMLambda_x,pyMEEMLambda_y,pyMEEMMu_x,pyMEEMMu_y
0.1,0.079436939359179,0.1,4.91852063077838,0.1,0.764022237410026,0.1,1.5281315046913
0.147368421052632,0.120996550300049,0.147368421052632,1.2910488578241,0.147368421052632,0.744385000214887,0.147368421052632,1.32627209837222
0.194736842105263,0.154675488840903,0.194736842105263,1.14757042278772,0.194736842105263,0.721928586257809,0.194736842105263,1.18122901100711
0.242105263157895,0.185291687276861,0.242105263157895,1.03884592394132,0.242105263157895,0.697823592463308,0.242105263157895,1.06916119580595
0.289473684210526,0.212803529086679,0.289473684210526,0.951871308577706,0.289473684210526,0.672899882006506,0.289473684210526,0.979023146884566
0.336842105263158,0.23728035762469,0.336842105263158,0.879977875727569,0.336842105263158,0.647747150232785,0.336842105263158,0.904682671951699
0.384210526315789,0.25887174314815,0.384210526315789,0.819789312430178,0.384210526315789,0.622779965071788,0.384210526315789,0.84231787838068
0.431578947368421,0.277674083696883,0.431578947368421,0.768865529514277,0.431578947368421,0.598283939960102,0.431578947368421,0.789350209086589
0.478947368421053,0.293963746727757,0.478947368421053,0.725311224834237,0.478947368421053,0.574449757252234,0.478947368421053,0.743939141634708
0.526315789473684,0.30805937636757,0.526315789473684,0.685624370589176,0.526315789473684,0.551398567872557,0.526315789473684,0.704715993750517
0.573684210526316,0.319604842102775,0.573684210526316,0.654612952707821,0.573684210526316,0.529201004156314,0.573684210526316,0.670631515766653
0.621052631578947,0.329463731914008,0.621052631578947,0.625320812383248,0.621052631578947,0.5078913876935,0.621052631578947,0.640862561917978
0.668421052631579,0.337517782241417,0.668421052631579,0.599761911361369,0.668421052631579,0.487478308235966,0.668421052631579,0.614751701879666
0.715789473684211,0.343992708296654,0.715789473684211,0.577162223834398,0.715789473684211,0.467952464556229,0.715789473684211,0.591766334181952
0.763157894736842,0.348905068615855,0.763157894736842,0.557654729662342,0.763157894736842,0.449292445042452,0.763157894736842,0.571469952533894
0.810526315789474,0.352420670889408,0.810526315789474,0.540320231062871,0.810526315789474,0.43146896292857,0.810526315789474,0.553501325825544
0.857894736842105,0.354892365624845,0.857894736842105,0.524388673530991,0.857894736842105,0.414447936010012,0.857894736842105,0.537559029101463
0.905263157894737,0.356210982594914,0.905263157894737,0.510804300170139,0.905263157894737,0.398192704963944,0.905263157894737,0.523389710794212
0.952631578947368,0.356429078816884,0.952631578947368,0.498753789793557,0.952631578947368,0.382665611468667,0.952631578947368,0.510779040905662
1,0.355803250226593,1,0.487886184136108,1,0.367829102045839,1,0.499544627858912
1,0.355803250226593,1,0.487886184136108,1,0.367829102045839,1,0.499544627858912
1.17241379310345,0.347852299524855,1.17241379310345,0.457519195953765,1.26315789473684,0.296376829720798,1.26315789473684,0.45605204746305
1.3448275862069,0.333436685030008,1.3448275862069,0.437832461103515,1.52631578947368,0.239889273361034,1.52631578947368,0.433777103743124
1.51724137931034,0.313464883509382,1.51724137931034,0.426298179620849,1.78947368421053,0.194649284021007,1.78947368421053,0.42391228876892
1.68965517241379,0.292239612587713,1.68965517241379,0.419377513274922,2.05263157894737,0.158143363916933,2.05263157894737,0.421627112548143
1.86206896551724,0.270101692374332,1.86206896551724,0.416401873384679,2.31578947368421,0.128594417460213,2.31578947368421,0.424005721837102
2.03448275862069,0.247627973434677,2.03448275862069,0.415940942613232,2.57894736842105,0.104662670639209,2.57894736842105,0.42917871551871
2.20689655172414,0.224029159713209,2.20689655172414,0.417186992585996,2.84210526315789,0.0852863910605273,2.84210526315789,0.435915986972757
2.37931034482759,0.205926650220109,2.37931034482759,0.421440815510226,3.10526315789474,0.0696024507657087,3.10526315789474,0.443407652830499
2.55172413793103,0.185383312140708,2.55172413793103,0.425292158764563,3.36842105263158,0.0569043077635808,3.36842105263158,0.45112927554278
2.72413793103448,0.169229152856729,2.72413793103448,0.432544109914866,3.63157894736842,0.0466151260181046,3.63157894736842,0.458751338701453
2.89655172413793,0.154359308661269,2.89655172413793,0.441392248019996,3.89473684210526,0.0382666889662399,3.89473684210526,0.466076218276073
3.06896551724138,0.135762544571114,3.06896551724138,0.444270997172007,4.15789473684211,0.031481090968249,4.15789473684211,0.472994134733738
3.24137931034483,0.123644186022986,3.24137931034483,0.456968504713422,4.42105263157895,0.0259546036508652,4.42105263157895,0.479452682432671
3.41379310344828,0.114330377441204,3.41379310344828,0.482180766338058,4.68421052631579,0.0214437325633474,4.68421052631579,0.485436047948814
3.58620689655172,0.0949180495665669,3.58620689655172,0.550007806224299,4.94736842105263,0.0177534695956959,4.94736842105263,0.490951037145141
3.75862068965517,0.0723218284482449,3.75862068965517,0.363180452782134,5.21052631578947,0.0147276093208116,5.21052631578947,0.49601780722923
3.93103448275862,0.0735988626724201,3.93103448275862,0.420621556797724,5.47368421052632,0.0122408952649305,5.47368421052632,0.500663803670605
4.10344827586207,0.0686816302511448,4.10344827586207,0.446400842420999,5.73684210526316,0.0101927204973271,5.73684210526316,0.504919855495453
4.27586206896552,0.0617330054411019,4.27586206896552,0.459555520685516,6,0.00850211000881208,6,0.508817711122515
4.44827586206897,0.0554044500592166,4.44827586206897,0.461970478028717,NaN,NaN,NaN,NaN
4.62068965517241,0.0491300983972358,4.62068965517241,0.468260887398681,NaN,NaN,NaN,NaN
4.79310344827586,0.0444133304799914,4.79310344827586,0.471527403141664,NaN,NaN,NaN,NaN
4.96551724137931,0.0386841710129912,4.96551724137931,0.47866468452459,NaN,NaN,NaN,NaN
5.13793103448276,0.0352677061352102,5.13793103448276,0.480461695256807,NaN,NaN,NaN,NaN
5.31034482758621,0.029752925450606,5.31034482758621,0.486676230536274,NaN,NaN,NaN,NaN
5.48275862068965,0.0277781897240141,5.48275862068965,0.49012358515178,NaN,NaN,NaN,NaN
5.6551724137931,0.0232698850575349,5.6551724137931,0.497286463331329,NaN,NaN,NaN,NaN
5.82758620689655,0.0145340120874397,5.82758620689655,0.504062565573272,NaN,NaN,NaN,NaN
6,-0.238095476344952,6,0.6434381150466,NaN,NaN,NaN,NaN
