0.2505,0,0,0,-0.2505,-0.053698,0.003223,-1.2699e-06,0.17363,-3.2747,13.424,-0.35086,0,0,0,0
0,0.031706,0,0,0,-0.060899,-0.010401,2.3935e-06,0,-3.7138,-43.32,0.6613,0,0,0,0
0,0,0.0013553,0,0,0.0095069,-0.0036552,-0.0013501,0,0.57976,-15.224,-373.02,0,0,0,0
0,0,0,5.8688e-05,0,-0.0039505,0.0011238,-1.4402e-06,0,-0.24092,4.681,-0.39791,0,0,0,0
0,0,0,0,0.3755,0,0,0,0,0,0,0,-0.69418,-0.42612,0.23116,-0.1011
0,0,0,0,0,0.751,0,0,0,0.751,0,0,0.053068,-0.54306,-0.60775,0.17891
0,0,0,0,0,0,0.751,0,0,0,0.751,0,-0.013827,0.081013,-0.38534,-0.72733
0,0,0,0,0,0,0,0.751,0,0,0,0.751,0.006194,-0.033503,0.10349,-0.17701
0,0,0,0,0,0,0,0,0.751,0,0,0,0,0,0,0
0,-0.1079,0.0016102,-4.483e-05,0,0.41074,0,0,0,-42.859,0,0,0,0,0,0
0,-0.15388,-0.0051697,0.0001065,0,0,0.12019,0,0,0,-640.65,0,0,0,0,0
0,0.00028895,-0.015581,-1.1136e-06,0,0,0,0.023268,0,0,0,-7554.4,0,0,0,0
0,0,0,0,0,0.19318,-0.10854,0.074568,-0.34709,-0.24722,0.12241,-0.080772,-0.45178+1.0741i,0,0,0
0,0,0,0,0,-1.9769,0.63589,-0.40334,-0.21306,2.5299,-0.7172,0.4369,0,-3.3501,0,0
0,0,0,0,0,-2.2124,-3.0246,1.2459,0.11558,2.8313,3.4114,-1.3496,0,0,-6.6428,0
0,0,0,0,0,0.65129,-5.709,-2.131,-0.050549,-0.83348,6.4391,2.3083,0,0,0,-9.8317
